,CRN,RDWY_SEQ_NUM,ADJ_RDWY_SEQ,ROUTE,SEGMENT,OFFSET,RDWY_ORIENT,LANE_COUNT,SPEED_LIMIT,STREET_NAME,ROAD_OWNER,ACCESS_CTRL,RDWY_COUNTY
7058,2004089468,4,4,0073,41.0,3334.0,W,2.0,30.0,COTTMAN AV,2.0,3.0,67
7059,2004089468,6,6,0073,51.0,154.0,W,2.0,30.0,COTTMAN AV,2.0,3.0,67
7060,2004089468,5,5,0073,50.0,153.0,E,2.0,30.0,COTTMAN AV,2.0,3.0,67
7061,2004089468,7,7,6001,270.0,0.0,N,3.0,40.0,ROOSEVELT BL,2.0,3.0,67
7062,2004089468,8,8,6001,271.0,0.0,S,3.0,40.0,ROOSEVELT BL,2.0,3.0,67
7063,2004089468,3,3,0073,40.0,3332.0,E,2.0,30.0,COTTMAN AV,2.0,3.0,67
7064,2005082443,3,4,,,,S,2.0,,FOURTYTHIRD ST,4.0,,67
7065,2005082443,4,3,,,,W,2.0,,SPRUCE ST,4.0,,67
7066,2005046843,3,3,3013,100.0,503.0,N,2.0,30.0,S MAIN ST,2.0,3.0,35
7067,2005046843,4,4,,,,E,1.0,10.0,REGAN PL,4.0,,35
7068,2005099427,3,3,,,0.0,W,2.0,25.0,SIXTEENTH ST,4.0,,21
7069,2005070428,4,3,,,0.0,S,2.0,15.0,FIFTEENTH ST,4.0,,67
7070,2005070428,3,4,,,0.0,E,2.0,15.0,LOCUST ST,4.0,,67
7071,2005070627,4,4,,,,E,1.0,25.0,BEECH ST,4.0,,46
7072,2005070627,3,3,0663,30.0,1058.0,N,2.0,35.0,CHARLOTTE ST,2.0,3.0,46
7073,2004016725,3,4,,,,W,2.0,25.0,WALNUT ST,4.0,,20
7074,2004016725,4,3,,,,N,2.0,25.0,PORTER ST,4.0,,20
7075,2004210232,3,3,0116,60.0,1729.0,N,3.0,25.0,SR 0116 SH,2.0,3.0,66
7076,2004210232,4,4,,,0.0,E,99.0,25.0,HANOVER ST,4.0,,66
7077,2005093384,3,4,,,0.0,W,2.0,25.0,PACKER ST,4.0,,49
7078,2005093384,4,3,,,0.0,S,2.0,25.0,SEVENTH ST,4.0,,49
7079,2005063585,3,3,1066,20.0,2326.0,E,2.0,35.0,LINCOLN ST,2.0,3.0,8
7080,2005095431,4,3,,,,N,2.0,25.0,BRIDGE ST,4.0,,15
7081,2005095431,3,4,,,,E,2.0,25.0,OLD LINCOLN HW,4.0,,15
7082,2005098141,3,4,,,,E,99.0,25.0,PROSPECT ST,4.0,,66
7083,2005098141,4,3,,,,N,99.0,15.0,PIERCE ST,4.0,,66
7084,2005098124,4,3,,,0.0,N,3.0,25.0,GEORGE ST,4.0,,66
7085,2005098124,3,4,,,0.0,W,2.0,25.0,NORTH ST,4.0,,66
7086,2004219868,3,3,2017,60.0,100.0,E,2.0,,,2.0,3.0,39
7087,2005068098,3,3,,,,W,2.0,25.0,PENN AV,4.0,,2
7088,2005014679,4,3,,,0.0,N,2.0,25.0,MACDONALD LN,4.0,,66
7089,2005014679,3,4,,,0.0,E,2.0,25.0,SAMPSON AV,4.0,,66
7090,2005102445,3,3,0023,,,W,2.0,40.0,MAIN ST,2.0,,36
7091,2005010148,4,4,2025,190.0,0.0,E,2.0,45.0,OLEY LINE RD,2.0,3.0,6
7092,2005010148,3,3,0562,130.0,0.0,N,2.0,55.0,BOYERTOWN PK,2.0,3.0,6
7093,2004213923,4,4,,,0.0,E,99.0,25.0,GAIL ST,4.0,,66
7094,2004213923,3,3,0094,150.0,790.0,S,2.0,35.0,SR 0094 SH,2.0,3.0,66
7095,2004208863,3,3,1005,160.0,1095.0,N,2.0,35.0,COUNTY CLUB RD,2.0,3.0,15
7096,2005036227,3,3,,,0.0,N,1.0,25.0,DORCAS ST,4.0,,67
7097,2005032404,3,3,2004,21.0,876.0,W,2.0,,MARKET ST,2.0,3.0,67
7098,2004210321,4,3,,,0.0,E,99.0,25.0,FOURTH ST,4.0,,44
7099,2004210321,3,4,,,0.0,N,99.0,25.0,GRAND ST,4.0,,44
7100,2004086409,3,3,2007,30.0,758.0,N,2.0,25.0,FRANKFORD AV,2.0,3.0,67
7101,2004086409,4,4,2008,50.0,1789.0,E,2.0,,GIRARD AV,2.0,3.0,67
7102,2004086409,5,5,2008,51.0,1806.0,W,2.0,,GIRARD AV,2.0,3.0,67
7103,2005067843,3,3,,,,S,99.0,25.0,SEVENTEENTH ST,4.0,,67
7104,2004090635,3,3,0291,151.0,2254.0,N,2.0,,MOYAMENSING ST,2.0,3.0,67
7105,2004090635,4,4,,,,W,2.0,,TASKER ST,4.0,,67
7106,2004216324,3,3,2024,40.0,78.0,E,2.0,35.0,,2.0,3.0,48
7107,2005043297,6,6,,,0.0,U,99.0,,COPELY RD,4.0,,23
7108,2005043297,4,4,2024,51.0,1742.0,W,2.0,25.0,MARSHALL RD,2.0,3.0,23
7109,2005043297,5,5,,,0.0,U,2.0,15.0,GRACE RD,4.0,,23
7110,2005043297,3,3,2024,50.0,1708.0,E,2.0,25.0,MARSHALL RD,2.0,3.0,23
7111,2004089540,3,4,,,0.0,S,2.0,25.0,MARVINE ST,4.0,,67
7112,2004089540,4,3,,,0.0,E,2.0,25.0,SOMERVILLE AV,4.0,,67
7113,2004080735,3,3,2004,10.0,1712.0,E,2.0,25.0,MARKET ST,2.0,3.0,67
7114,2004080735,4,4,,,,S,99.0,,TENTH ST,4.0,,67
7115,2005040967,4,3,,,0.0,N,2.0,15.0,MADERIA RD,4.0,,23
7116,2005040967,3,4,,,0.0,W,2.0,25.0,SHERBROOK BL,4.0,,23
7117,2004020466,4,3,,,,W,2.0,35.0,RIDGE ST,4.0,,22
7118,2004020466,3,4,,,,N,2.0,35.0,BAILEY ST,4.0,,22
7119,2005058487,3,4,,,0.0,S,2.0,15.0,HAMPDEN RD,4.0,,23
7120,2005058487,4,3,,,0.0,S,2.0,15.0,LOCUST ST,4.0,,23
7121,2005020377,4,4,,,,N,2.0,25.0,SHADELAND AV,4.0,,23
7122,2005020377,3,3,2026,40.0,1470.0,S,2.0,35.0,STATE RD,2.0,3.0,23
7123,2005066179,3,3,2014,60.0,2493.0,E,2.0,25.0,LEHIGH AV,2.0,3.0,67
7124,2005066179,4,4,,,,N,1.0,,HOPE ST,4.0,,67
7125,2005069231,3,4,,,,W,2.0,25.0,SPRUCE ST,4.0,,67
7126,2005069231,4,3,,,,N,2.0,25.0,EIGHTH ST,4.0,,67
7127,2005063091,4,3,,,,E,2.0,,REED ST,4.0,,67
7128,2005063091,3,4,,,,S,1.0,35.0,TWENTYTHIRD ST,4.0,,67
7129,2004057357,4,5,,,,E,2.0,25.0,BUCHANAN AV,4.0,,36
7130,2004057357,3,3,,,,S,2.0,25.0,COLLEGE AV,4.0,,36
7131,2004057357,5,4,,,,E,2.0,25.0,LEMON ST,4.0,,36
7132,2005070383,3,3,,,,S,1.0,25.0,MASCHER ST,4.0,,67
7133,2004070551,4,3,,,,W,1.0,25.0,SUSQUEHANNA AV,4.0,,67
7134,2004070551,3,4,,,,N,1.0,25.0,EIGHTEENTH ST,4.0,,67
7135,2005036440,4,3,,,0.0,W,3.0,35.0,MARKET ST,4.0,,40
7136,2005036440,3,4,,,0.0,N,4.0,35.0,WILKES BARRE BL,4.0,,40
7137,2005042105,4,4,,,0.0,W,2.0,,NORTH BL,4.0,,48
7138,2005042105,3,3,3015,30.0,1917.0,S,3.0,40.0,LINDEN ST,2.0,3.0,48
7139,2004090615,3,3,,,0.0,N,1.0,15.0,FOURTH ST,4.0,,67
7140,2004084116,3,3,,,0.0,W,2.0,25.0,CHELTEN AV,4.0,,67
7141,2005004583,3,3,4070,50.0,3263.0,B,2.0,35.0,INGOMAR RD,2.0,3.0,2
7142,2005011321,4,4,2046,10.0,0.0,U,2.0,40.0,HOFFMANSVILLE RD,2.0,3.0,6
7143,2005011321,3,3,0100,70.0,0.0,U,2.0,45.0,NEW 100 RD,2.0,3.0,6
7144,2005083360,3,3,2014,50.0,763.0,E,2.0,25.0,LEHIGH AV,2.0,3.0,67
7145,2005012479,4,4,,,0.0,E,99.0,,CEDAR LN,4.0,,23
7146,2005012479,3,3,2005,110.0,0.0,N,2.0,35.0,LANSDOWNE AV,2.0,3.0,23
7147,2005055322,3,3,,,0.0,W,2.0,,HOWARD ST,4.0,,48
7148,2004017687,3,3,1004,20.0,400.0,E,2.0,35.0,EAST MAPLE ST,2.0,3.0,38
7149,2004090766,5,5,,,,S,99.0,,WEYMOUTH ST,4.0,,67
7150,2004090766,3,3,2016,80.0,2422.0,E,2.0,30.0,ALLEGHENY AV,2.0,3.0,67
7151,2004090766,4,4,2016,81.0,2425.0,W,2.0,30.0,ALLEGHENY AV,2.0,,67
7152,2004208455,4,4,,,0.0,E,99.0,25.0,PINE ST,4.0,,6
7153,2004208455,3,3,2003,11.0,575.0,S,2.0,25.0,SR 2003 SH,2.0,3.0,6
7154,2005059958,4,3,,,0.0,E,1.0,25.0,CARSON ST,4.0,,67
7155,2005059958,3,4,,,0.0,S,2.0,25.0,MAIN ST,4.0,,67
7156,2004058080,3,4,,,,S,99.0,,FIFTYFOURTH ST,4.0,,67
7157,2004058080,4,3,,,,W,99.0,,LUDLOW ST,4.0,,67
7158,2005023768,3,3,4021,110.0,2489.0,S,2.0,55.0,WATER ST,2.0,3.0,55
7159,2004079301,3,3,,,,E,2.0,25.0,E. FAIRVIEW AV,4.0,,26
7160,2004209428,3,4,,,0.0,N,99.0,25.0,SCOND ST,4.0,,20
7161,2004209428,4,3,,,0.0,E,99.0,25.0,POPLAR ST,4.0,,20
7162,2005084672,3,3,T611,,0.0,E,2.0,45.0,SCHAEFFER RD,3.0,,25
7163,2005084672,4,4,,,0.0,N,2.0,15.0,RIDGEWOOD DR,7.0,,25
7164,2004051520,4,4,,,,S,2.0,35.0,NORTH WALES RD,4.0,,46
7165,2004051520,3,3,0073,400.0,0.0,E,2.0,45.0,SKIPPACK PK,2.0,3.0,46
7166,2004079648,3,3,,,,S,2.0,25.0,DELAWARE DR,4.0,,10
7167,2005087434,3,3,3010,110.0,16.0,W,4.0,35.0,MARKET ST,2.0,3.0,67
7168,2004214584,3,4,2049,80.0,0.0,N,2.0,40.0,,2.0,3.0,9
7169,2004214584,4,3,2018,30.0,947.0,E,2.0,45.0,,2.0,3.0,9
7170,2005067488,3,4,,,0.0,E,2.0,25.0,THOMPSON ST,4.0,,67
7171,2005067488,4,3,,,0.0,N,2.0,25.0,FIFTYEIGHTH ST,4.0,,67
7172,2004209065,3,3,,,0.0,N,99.0,25.0,PACKER ST,4.0,,41
7173,2005078717,3,3,,,0.0,S,2.0,25.0,ANDREWS AV,4.0,,67
7174,2004056820,3,4,,,,W,1.0,,CHANCELLOR ST,4.0,,67
7175,2004056820,4,3,,,,N,2.0,,FIFTIETH ST,4.0,,67
7176,2004088223,3,3,,,,S,2.0,,TWENTYSECOND ST,4.0,,67
7177,2005095406,3,3,,,0.0,,2.0,25.0,WOODLAND AV,4.0,,67
7178,2004097151,3,3,0513,70.0,2912.0,S,2.0,40.0,HULMEVILLE RD,2.0,3.0,9
7179,2005050866,4,4,,,,W,2.0,25.0,WAVERLY AV,4.0,,36
7180,2005050866,3,3,0501,50.0,2416.0,S,2.0,35.0,LITITZ PK,2.0,3.0,36
7181,2005017799,3,3,,,,W,2.0,25.0,MALL TRAFFICWAY WY,9.0,,10
7182,2004204350,3,3,T527,,0.0,N,99.0,40.0,ZEIGLER RD,4.0,,6
7183,2004204350,4,4,T566,,0.0,E,99.0,35.0,PARK RD,4.0,,6
7184,2005014469,3,3,,,0.0,W,2.0,25.0,HENDERSON RD,4.0,,25
7185,2005028532,3,3,,,0.0,W,2.0,25.0,HIGH ST,4.0,,39
7186,2005026390,3,3,,,0.0,N,99.0,,ROCKWELL RD,4.0,,46
7187,2004088881,3,3,,,0.0,S,99.0,,THIRTYSECOND ST,4.0,,67
7188,2005061601,4,4,,,,S,2.0,,TENTH ST,4.0,,67
7189,2005061601,3,3,2004,10.0,1712.0,E,2.0,,MARKET ST,2.0,3.0,67
7190,2005099669,3,3,,,0.0,N,2.0,25.0,DITMAN ST,4.0,,67
7191,2005019790,3,4,,,0.0,,2.0,35.0,17TH ST,4.0,,39
7192,2005019790,4,3,,,0.0,,2.0,35.0,CHEW ST,4.0,,39
7193,2005048099,3,3,,,,S,2.0,25.0,THIRD ST,4.0,,11
7194,2005099459,4,3,,,0.0,N,1.0,,FORTYTHIRD ST,4.0,,67
7195,2005099459,3,4,,,0.0,E,2.0,,SPRUCE ST,4.0,,67
7196,2005029488,3,4,,,,W,2.0,15.0,CHEW ST,4.0,,39
7197,2005029488,4,3,,,,N,1.0,15.0,LUMBER ST,4.0,,39
7198,2004212329,3,3,2014,,,E,99.0,35.0,,2.0,,41
7199,2005018764,3,3,0001,51.0,,S,2.0,35.0,CITY AV,2.0,3.0,67
7200,2005080668,4,3,,,0.0,E,99.0,,PINE ST,4.0,,67
7201,2005080668,3,4,,,0.0,N,99.0,,ELEVENTH ST,4.0,,67
7202,2005029216,3,3,2010,80.0,1494.0,W,2.0,25.0,MAIN ST,2.0,3.0,40
7203,2005029216,4,4,,,0.0,N,2.0,,HEMLOCK ST,4.0,,40
7204,2004074146,3,4,,,,W,2.0,25.0,MINEHAN AV,4.0,,64
7205,2004074146,4,3,,,,S,2.0,25.0,JEFFERSON ST,4.0,,64
7206,2004211671,3,3,3046,40.0,505.0,E,2.0,55.0,,2.0,3.0,66
7207,2005028380,3,3,0501,50.0,2141.0,S,2.0,35.0,LITITZ PK,2.0,3.0,36
7208,2004216023,4,3,,,0.0,W,99.0,15.0,LENAPE LN,4.0,,9
7209,2004216023,3,4,,,0.0,S,99.0,25.0,WEST ST,4.0,,9
7210,2004207059,3,4,,,0.0,E,99.0,25.0,BERWICK ST,4.0,,48
7211,2004207059,4,3,,,0.0,S,99.0,25.0,DAVIS ST,4.0,,48
7212,2004213115,4,3,,,0.0,W,99.0,35.0,PENACOOK AV,4.0,,48
7213,2004213115,3,4,,,0.0,S,99.0,35.0,OHIO ST,4.0,,48
7214,2004021795,3,4,,,,E,2.0,25.0,FOURTH ST,4.0,,6
7215,2004021795,4,3,,,,N,2.0,25.0,POPLAR ST,4.0,,6
7216,2005021868,3,3,0501,11.0,979.0,S,5.0,35.0,LITITZ PK,2.0,3.0,36
7217,2004076806,3,3,1041,,,S,2.0,35.0,OLD AKRON RD,2.0,,36
7218,2004212823,3,4,2019,20.0,0.0,S,2.0,,,2.0,3.0,48
7219,2004212823,4,3,2017,21.0,0.0,W,1.0,,,2.0,3.0,48
7220,2004016326,4,4,3026,280.0,2941.0,E,2.0,55.0,NEW BALTIMORE PK,2.0,3.0,15
7221,2004016326,3,3,0841,170.0,0.0,W,2.0,35.0,EVERGREEN ST,2.0,3.0,15
7222,2004004620,4,3,,,,N,1.0,,AL,4.0,,21
7223,2004004620,3,4,,,,E,2.0,,FULTON ST,4.0,,21
7224,2005013862,3,3,0013,240.0,0.0,E,2.0,,PAPER ST,2.0,3.0,9
7225,2005013862,4,4,0013,240.0,0.0,E,2.0,,PAPER ST,2.0,3.0,9
7226,2005013862,5,5,,,0.0,S,2.0,35.0,HAINES RD,4.0,,9
7227,2004212815,4,3,,,0.0,N,99.0,25.0,PRRY ST,4.0,,37
7228,2004212815,3,4,,,0.0,E,99.0,25.0,DIVISION AV,4.0,,37
7229,2004099508,3,4,,,,E,2.0,25.0,GILLESPIE AV,4.0,,11
7230,2004099508,4,3,,,,N,99.0,,REX AL,4.0,,11
7231,2004066411,4,3,,,,S,2.0,25.0,MONROE ST,4.0,,35
7232,2004066411,3,4,,,,W,2.0,,GROVE ST,4.0,,35
7233,2005043378,3,3,T405,,0.0,W,2.0,35.0,LENGLE RD,4.0,,38
7234,2005097316,3,4,,,0.0,E,2.0,25.0,VALLEY ST,4.0,,53
7235,2005097316,4,3,,,0.0,N,2.0,25.0,MINE ST,4.0,,53
7236,2005011644,4,4,0041,280.0,0.0,N,2.0,35.0,GAP NEWPORT PK,2.0,3.0,15
7237,2005011644,3,3,0010,180.0,511.0,E,2.0,35.0,LIMESTONE RD,2.0,3.0,15
7238,2005011175,3,3,T708,,0.0,W,2.0,25.0,POINT DR,4.0,,64
7239,2005031419,4,4,,,,U,1.0,,EASTON RD,4.0,,46
7240,2005031419,3,3,0152,11.0,2369.0,S,2.0,45.0,EASTON RD,2.0,3.0,46
7241,2005056008,3,3,,,0.0,N,1.0,25.0,SEVENTH ST,4.0,,67
7242,2004089121,3,3,,,0.0,S,1.0,25.0,EIGHTH ST,4.0,,67
7243,2005024204,3,3,,,0.0,N,99.0,,NATRONA ST,4.0,,67
7244,2004212540,3,4,2010,21.0,1349.0,W,2.0,25.0,,2.0,3.0,6
7245,2004212540,4,3,2007,20.0,602.0,N,2.0,25.0,,2.0,3.0,6
7246,2005037585,3,3,0232,20.0,3180.0,U,2.0,40.0,SECOND STREET PK,2.0,3.0,9
7247,2005101617,4,3,,,0.0,S,1.0,40.0,GREEN ST,4.0,,39
7248,2005101617,3,4,,,0.0,W,2.0,35.0,BROAD ST,4.0,,39
7249,2004100381,3,4,,,0.0,W,2.0,25.0,WEST THIRTEENTH ST,4.0,,25
7250,2004100381,4,3,,,0.0,N,3.0,25.0,SASSAFRAS ST,4.0,,25
7251,2004100372,4,3,,,0.0,S,4.0,35.0,GATEWAY DR,4.0,,21
7252,2004100372,3,4,,,0.0,W,2.0,35.0,BARON CT,4.0,,21
7253,2004084868,3,3,,,,S,2.0,25.0,NINTH ST,4.0,,9
7254,2004214044,3,3,,,0.0,W,99.0,25.0,HANCOCK ST,4.0,,23
7255,2004075964,3,4,,,0.0,S,2.0,25.0,CARBON ST,4.0,,13
7256,2004075964,4,3,,,0.0,W,99.0,,SECOND ST,4.0,,13
7257,2005041922,3,3,,,0.0,W,2.0,55.0,MAPLEDALE RD,3.0,,22
7258,2005007295,3,3,,,0.0,E,2.0,25.0,BROWN AV,4.0,,25
7259,2005062998,3,3,0061,321.0,2305.0,S,2.0,50.0,SR 0061 RD,2.0,3.0,53
7260,2004092201,3,3,2011,10.0,1265.0,N,2.0,35.0,CEDAR AV,2.0,3.0,9
7261,2004092201,4,4,,,,E,2.0,25.0,MAIN AV,4.0,,9
7262,2005044800,4,3,,,0.0,E,4.0,25.0,TENTH ST,4.0,,25
7263,2005044800,3,4,,,0.0,N,3.0,25.0,SASSAFRAS ST,4.0,,25
7264,2005080689,3,4,,,0.0,W,2.0,25.0,PINE ST,4.0,,43
7265,2005080689,4,3,,,0.0,S,2.0,25.0,HARVARD ST,4.0,,43
7266,2004209966,3,4,,,0.0,E,99.0,25.0,MILFORD RD,4.0,,2
7267,2004209966,4,3,,,0.0,N,99.0,25.0,FIRST ST,4.0,,2
7268,2005056209,4,3,,,0.0,N,2.0,25.0,SPRING ST,4.0,,17
7269,2005056209,3,4,,,0.0,E,2.0,,CLARK RD,4.0,,17
7270,2005030112,3,4,,,0.0,N,2.0,35.0,SIXTYSEVENTH ST,4.0,,67
7271,2005030112,4,3,,,0.0,W,2.0,,WINDSOR ST,4.0,,67
7272,2004090734,3,3,0611,31.0,648.0,S,2.0,,BROAD ST,2.0,3.0,67
7273,2004090734,4,4,,,,E,99.0,,GREEN ST,4.0,,67
7274,2005004683,3,4,,,0.0,W,2.0,35.0,SUMNER AV,4.0,,39
7275,2005004683,4,3,,,0.0,N,2.0,25.0,PENN ST,4.0,,39
7276,2005045520,3,3,3013,170.0,1450.0,S,2.0,40.0,OAK FOREST RD,2.0,3.0,30
7277,2005093739,3,3,2008,4.0,500.0,W,2.0,25.0,GIRARD AV,2.0,3.0,67
7278,2004088362,3,4,,,0.0,W,1.0,,NORRIS ST,4.0,,67
7279,2004088362,4,3,,,0.0,S,1.0,,TENTH ST,4.0,,67
7280,2005028836,3,3,,,0.0,E,1.0,35.0,ELLSWORTH ST,4.0,,67
7281,2005079517,5,4,,,,S,1.0,,A ST,4.0,,67
7282,2005079517,3,3,2014,71.0,550.0,W,2.0,25.0,LEHIGH AV,2.0,3.0,67
7283,2005079517,4,5,,,,U,1.0,,STRESCON INDUSTRIES INC. RD,4.0,,67
7284,2005046770,3,3,,,0.0,S,1.0,25.0,HEGERMAN ST,4.0,,67
7285,2005032766,3,3,,,0.0,W,2.0,,WASHINGTON AV,4.0,,67
7286,2004208458,3,3,,,0.0,E,99.0,25.0,WINDSOR ST,4.0,,6
7287,2005070446,4,3,,,0.0,E,1.0,,SHUNK ST,4.0,,67
7288,2005070446,3,4,,,0.0,S,1.0,,FOURTH ST,4.0,,67
7289,2005061607,3,3,0003,50.0,0.0,E,3.0,35.0,CHESTNUT ST,2.0,3.0,67
